w,A,TargetX,TargetY,EndpointX,EndpointY,EventType,Time,Device,Platform,UserName
12,200,739,178,743,179,Click,1480,touchpad,computer,huzecong
12,200,539,178,537,175,Click,888,touchpad,computer,huzecong
12,200,739,178,741,179,Click,1467,touchpad,computer,huzecong
12,200,539,178,537,173,Click,915,touchpad,computer,huzecong
12,200,739,178,740,183,Click,1053,touchpad,computer,huzecong
12,200,539,178,538,179,Click,1120,touchpad,computer,huzecong
12,200,739,178,738,182,Click,1493,touchpad,computer,huzecong
12,200,539,178,538,179,Click,1234,touchpad,computer,huzecong
12,200,739,178,744,181,Click,870,touchpad,computer,huzecong
12,200,539,178,536,177,Click,848,touchpad,computer,huzecong
12,200,739,178,744,179,Click,874,touchpad,computer,huzecong
12,200,539,178,540,177,Click,954,touchpad,computer,huzecong
12,200,739,178,741,182,Click,1037,touchpad,computer,huzecong
12,200,539,178,543,179,Click,937,touchpad,computer,huzecong
12,200,739,178,745,178,Click,921,touchpad,computer,huzecong
12,200,539,178,539,178,Click,883,touchpad,computer,huzecong
12,200,739,178,738,179,Click,873,touchpad,computer,huzecong
12,200,539,178,538,179,Click,958,touchpad,computer,huzecong
36,200,739,178,730,170,Click,724,touchpad,computer,huzecong
36,200,539,178,527,176,Click,634,touchpad,computer,huzecong
36,200,739,178,744,180,Click,792,touchpad,computer,huzecong
36,200,539,178,528,185,Click,634,touchpad,computer,huzecong
36,200,739,178,741,178,Click,755,touchpad,computer,huzecong
36,200,539,178,546,178,Click,687,touchpad,computer,huzecong
36,200,739,178,748,171,Click,670,touchpad,computer,huzecong
36,200,539,178,554,172,Click,770,touchpad,computer,huzecong
36,200,739,178,737,178,Click,842,touchpad,computer,huzecong
36,200,539,178,525,177,Click,696,touchpad,computer,huzecong
36,200,739,178,739,184,Click,842,touchpad,computer,huzecong
36,200,539,178,550,176,Click,845,touchpad,computer,huzecong
36,200,739,178,746,182,Click,793,touchpad,computer,huzecong
36,200,539,178,543,171,Click,875,touchpad,computer,huzecong
36,200,739,178,745,181,Click,865,touchpad,computer,huzecong
36,200,539,178,536,171,Click,979,touchpad,computer,huzecong
36,200,739,178,732,176,Click,1012,touchpad,computer,huzecong
36,200,539,178,546,186,Click,722,touchpad,computer,huzecong
24,300,789,178,782,183,Click,816,touchpad,computer,huzecong
24,300,489,178,494,178,Click,801,touchpad,computer,huzecong
24,300,789,178,789,183,Click,803,touchpad,computer,huzecong
24,300,489,178,490,169,Click,792,touchpad,computer,huzecong
24,300,789,178,792,178,Click,758,touchpad,computer,huzecong
24,300,489,178,485,184,Click,817,touchpad,computer,huzecong
24,300,789,178,784,182,Click,736,touchpad,computer,huzecong
24,300,489,178,489,176,Click,811,touchpad,computer,huzecong
24,300,789,178,799,188,Click,794,touchpad,computer,huzecong
24,300,489,178,490,180,Click,801,touchpad,computer,huzecong
24,300,789,178,793,175,Click,741,touchpad,computer,huzecong
24,300,489,178,492,181,Click,810,touchpad,computer,huzecong
24,300,789,178,784,186,Click,831,touchpad,computer,huzecong
24,300,489,178,488,176,Click,851,touchpad,computer,huzecong
24,300,789,178,789,180,Click,722,touchpad,computer,huzecong
24,300,489,178,491,174,Click,756,touchpad,computer,huzecong
24,300,789,178,787,180,Click,994,touchpad,computer,huzecong
24,300,489,178,490,177,Click,698,touchpad,computer,huzecong
24,200,739,178,744,178,Click,729,touchpad,computer,huzecong
24,200,539,178,542,179,Click,738,touchpad,computer,huzecong
24,200,739,178,743,196,Click,874,touchpad,computer,huzecong
24,200,539,178,543,185,Click,878,touchpad,computer,huzecong
24,200,739,178,735,176,Click,864,touchpad,computer,huzecong
24,200,539,178,532,171,Click,770,touchpad,computer,huzecong
24,200,739,178,737,174,Click,722,touchpad,computer,huzecong
24,200,539,178,541,171,Click,688,touchpad,computer,huzecong
24,200,739,178,740,181,Click,714,touchpad,computer,huzecong
24,200,539,178,543,176,Click,660,touchpad,computer,huzecong
24,200,739,178,734,180,Click,1050,touchpad,computer,huzecong
24,200,539,178,540,177,Click,713,touchpad,computer,huzecong
